,ID,NAME,ISO,Year,COORDS,BASIN,SUBBASIN,NATURE,ISO_TIME,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,PRES_CALC_mean,STORM_SPD_mean,STORM_DR_mean,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,Total damage ('000$),CPI,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,Total Affected,pop_max_34,pop_max_50,pop_max_64,Numeric
460,469,MANUEL,MEX,2013,"[[18.2, -103.2], [18.54, -103.59], [18.9, -104.0], [19.26, -104.37], [19.6, -104.7], [19.92, -104.98], [20.2, -105.2], [20.41, -105.36], [24.8, -108.0], [25.03, -107.81]]",EP,EP,TS,"['2013-09-15 12:00:00', '2013-09-15 15:00:00', '2013-09-15 18:00:00', '2013-09-15 21:00:00', '2013-09-16 00:00:00', '2013-09-16 03:00:00', '2013-09-16 06:00:00', '2013-09-16 09:00:00', '2013-09-19 12:00:00', '2013-09-19 15:00:00']",3,3,0,0,994.9,7.8,262.0,69.8,6199934.0,114000000000.0,245485.0,3396798245.0,0.0,0.0,4200000.0,91.12079403,677.1399888999998,0.196747947,3386.6,115.29,1.3540919619999998,9693.722969,3289147.4188,74.93,89.83415248,61.12665501,4.598501101,21.301,High_Middle,105000,5286687.0,1544396.5,1027747.875,484.0
461,470,WUTIP,VNM,2013,"[[17.83, 105.83]]",WP,WP,TS,['2013-09-30 12:00:00'],0,0,0,1,974.25,18.0,275.0,103.8,10776622.0,62078579820.0,3456175.0,19601122124.0,430890.0,2674190173.0,663230.0,91.12079403,497.17982029999996,0.070771946,5425.5,132.92,5.421882991,1505.810949,44855752.20339,75.006,136.343827,292.68704489999993,4.6030501589999995,67.571,Low_Middle,1835585,7749772.0,2103388.25,609351.9375,704.0
462,471,FITOW,CHN,2013,"[[27.11, 120.29], [27.12, 119.53], [27.05, 118.85], [26.88, 118.29]]",WP,WP,TS,"['2013-10-06 18:00:00', '2013-10-06 21:00:00', '2013-10-07 00:00:00', '2013-10-07 03:00:00']",9,0,9,-4,988.0,11.5,263.5,75.2,16291993.0,352000000000.0,2418255.0,45955279389.0,0.0,0.0,6700000.0,91.12079403,16053.7331,0.077885338,5894.2,129.79,7.768615284,5710.5878729999995,39328122.3798,75.321,88.30574902,144.583453,1.79,46.986999999999995,High_Middle,475000,62022368.0,24254772.0,9782540.0,156.0
463,472,PHAILIN,IND,2013,"[[19.5, 84.85], [19.93, 84.6], [20.4, 84.5], [20.92, 84.14], [21.5, 84.04], [21.96, 83.89], [22.62, 83.86], [22.84, 83.63], [23.0, 83.5], [23.21, 83.71], [23.5, 84.0], [23.95, 84.15]]",NAm,NAm,TS,"['2013-10-12 18:00:00', '2013-10-12 21:00:00', '2013-10-13 00:00:00', '2013-10-13 03:00:00', '2013-10-13 06:00:00', '2013-10-13 09:00:00', '2013-10-13 12:00:00', '2013-10-13 15:00:00', '2013-10-13 18:00:00', '2013-10-13 21:00:00', '2013-10-14 00:00:00', '2013-10-14 03:00:00']",9,0,9,0,986.0,9.0,233.5833333,118.3,46037714.0,221000000000.0,10611925.0,50098105539.0,3086983.0,12364340181.0,633471.0,91.12079403,1733.76172,0.122139574,2969.9,139.06,6.386106401,1544.619247,89183468.53813,67.931,69.19699374,430.79861330000006,3.08,67.997,Low_Middle,13230000,86231640.0,24614062.0,9639690.0,356.0
464,473,HELEN,IND,2013,"[[16.04, 81.21], [15.84, 80.81], [15.87, 80.48], [16.06, 80.16], [16.27, 79.73], [16.5, 79.4], [16.82, 79.09]]",NAm,NAm,TS,"['2013-11-22 09:00:00', '2013-11-22 12:00:00', '2013-11-22 15:00:00', '2013-11-22 18:00:00', '2013-11-22 21:00:00', '2013-11-23 00:00:00', '2013-11-23 03:00:00']",18,0,18,-1,1003.142857,7.857142857,288.0,72.5,27106045.0,133000000000.0,975784.0,5124549068.0,0.0,0.0,262000.0,91.12079403,1733.76172,0.122139574,2969.9,139.06,6.386106401,1544.619247,89183468.53813,67.931,69.19699374,430.79861330000006,3.08,67.997,Low_Middle,40000,24538532.0,9595389.0,5007754.5,356.0
465,474,LUSI,VUT,2014,"[[-15.24, 166.9], [-15.35, 167.05]]",SP,SP,TS,"['2014-03-10 09:00:00', '2014-03-10 12:00:00']",3,3,0,0,990.25,3.0,132.0,59.1,172072.0,656220405.0,0.0,0.0,0.0,0.0,2000.0,92.59898057,1.996584,0.075789729,618.0,122.63,2.331006215,2854.2236359999997,1215195.3801,69.719,59.13531498,21.64790812,4.8125705210000005,75.139,Low_Middle,20006,62165.84375,62165.84375,49464.44140625,548.0
466,475,HAGIBIS,CHN,2014,"[[23.3, 116.55], [23.54, 116.51], [23.8, 116.53], [24.08, 116.57], [24.43, 116.75], [24.91, 117.1], [25.4, 117.6], [25.75, 118.18], [26.05, 118.85], [26.37, 119.53]]",WP,WP,TS,"['2014-06-15 12:00:00', '2014-06-15 15:00:00', '2014-06-15 18:00:00', '2014-06-15 21:00:00', '2014-06-16 00:00:00', '2014-06-16 03:00:00', '2014-06-16 06:00:00', '2014-06-16 09:00:00', '2014-06-16 12:00:00', '2014-06-16 15:00:00']",3,3,0,0,997.425,9.9,103.4,55.9,34169930.0,702000000000.0,0.0,0.0,0.0,0.0,131000.0,92.59898057,17822.581000000002,0.077477332,5891.9,131.86,7.2995189210000015,6096.487817,49705844.7554,75.62899999999998,91.89962887,145.3173521,1.79,45.74100000000001,High_Middle,5000,62893548.0,29485326.0,19665852.0,156.0
467,476,NEOGURI,JPN,2014,"[[32.27, 131.32]]",WP,WP,TS,['2014-07-10 00:00:00'],0,0,0,0,986.75,22.0,79.0,74.6,6515562.0,834000000000.0,103393.0,14522532466.0,0.0,0.0,156000.0,92.59898057,8661.758,0.033172004,6080.6,96.87,0.374719476,46484.155269999996,0.0,83.58780488,123.1631952,349.1222295,2.986867575,8.696,High,666,97899800.0,14070135.0,9323292.0,392.0
468,477,HALONG,JPN,2014,"[[34.12, 134.3], [35.12, 135.02]]",WP,WP,TS,"['2014-08-10 00:00:00', '2014-08-10 03:00:00']",3,0,3,0,973.75,22.0,30.5,80.8,45683932.0,5480000000000.0,22966552.0,2430000000000.0,0.0,0.0,200000.0,92.59898057,8661.758,0.033172004,6080.6,96.87,0.374719476,46484.155269999996,0.0,83.58780488,123.1631952,349.1222295,2.986867575,8.696,High,21750,38106336.0,21305586.0,14364000.0,392.0
469,478,ISELLE,USA,2014,"[[19.2, -155.35], [19.21, -155.47]]",EP,EP,TS,"['2014-08-08 12:00:00', '2014-08-08 12:30:00']",0,0,0,0,1001.0,13.5,280.0,49.0,184822.0,35083524035.0,0.0,0.0,0.0,0.0,66000.0,92.59898057,38225.19609,0.4845228620000001,7638.1,117.03,2.451973035,51015.135480000004,0.0,78.84146341,111.55621640000001,34.80614436,4.403829034,18.517,High,834,215177.171875,163939.015625,69950.28125,840.0
470,479,DOLLY,MEX,2014,"[[22.0, -97.7], [21.9, -98.0], [21.83, -98.4], [21.8, -98.8], [21.75, -99.27], [21.7, -99.8], [21.65, -100.39]]",NAm,GM,DS,"['2014-09-03 04:00:00', '2014-09-03 06:00:00', '2014-09-03 09:00:00', '2014-09-03 12:00:00', '2014-09-03 15:00:00', '2014-09-03 18:00:00', '2014-09-03 21:00:00']",17,12,5,-3,1004.0,8.714285713999999,261.4285714,40.9,1449876.0,19707091648.0,0.0,0.0,0.0,0.0,500.0,92.59898057,617.5295527000002,0.19362698,3581.8,117.33,2.804340128,9839.050191,10028946.92215,74.908,87.19889276,61.91266648,5.153371055,21.006999999999998,High_Middle,1500,16363374.0,953256.0,953256.0,484.0
471,480,ODILE,MEX,2014,"[[22.9, -109.9], [23.3, -110.1], [23.88, -110.53], [24.2, -110.9], [24.64, -111.22], [25.1, -111.5], [25.6, -111.76], [26.1, -112.0], [26.56, -112.24], [27.0, -112.5], [27.45, -112.81], [27.9, -113.1], [28.37, -113.34], [28.8, -113.5], [29.13, -113.58], [30.7, -113.1], [30.8, -112.9], [30.93, -112.46]]",EP,EP,TS,"['2014-09-15 04:45:00', '2014-09-15 06:00:00', '2014-09-15 09:00:00', '2014-09-15 12:00:00', '2014-09-15 15:00:00', '2014-09-15 18:00:00', '2014-09-15 21:00:00', '2014-09-16 00:00:00', '2014-09-16 03:00:00', '2014-09-16 06:00:00', '2014-09-16 09:00:00', '2014-09-16 12:00:00', '2014-09-16 15:00:00', '2014-09-16 18:00:00', '2014-09-16 21:00:00', '2014-09-17 16:30:00', '2014-09-17 18:00:00', '2014-09-17 21:00:00']",16,12,4,0,976.6666667000003,10.38888889,288.7222222000001,118.79,,,,,,,2500000.0,92.59898057,617.5295527000002,0.19362698,3581.8,117.33,2.804340128,9839.050191,10028946.92215,74.908,87.19889276,61.91266648,5.153371055,21.006999999999998,High_Middle,75135,2632257.5,783409.875,747964.125,484.0
472,481,PHANFONE,JPN,2014,"[[34.88, 138.37], [36.14, 140.54]]",WP,WP,TS,"['2014-10-06 00:00:00', '2014-10-06 03:00:00']",3,0,3,0,968.5,44.5,55.5,103.7,63172460.0,7200000000000.0,18081006.0,2090000000000.0,602818.0,94335271179.0,100000.0,92.59898057,8661.758,0.033172004,6080.6,96.87,0.374719476,46484.155269999996,0.0,83.58780488,123.1631952,349.1222295,2.986867575,8.696,High,8766,83705048.0,72167840.0,4952813.0,392.0
473,482,VONGFONG,JPN,2014,"[[31.38, 130.35], [32.15, 131.49], [33.0, 132.78], [33.76, 134.12], [34.03, 134.6], [34.29, 135.13], [34.53, 135.8], [35.51, 137.3], [36.5, 139.46]]",WP,WP,MX,"['2014-10-13 00:00:00', '2014-10-13 03:00:00', '2014-10-13 06:00:00', '2014-10-13 09:00:00', '2014-10-13 10:00:00', '2014-10-13 11:00:00', '2014-10-13 12:00:00', '2014-10-13 15:00:00', '2014-10-13 18:00:00']",18,10,8,-4,983.1388889,30.77777778,55.66666667,91.6,61281417.0,6850000000000.0,2336680.0,300000000000.0,0.0,0.0,100000.0,92.59898057,8661.758,0.033172004,6080.6,96.87,0.374719476,46484.155269999996,0.0,83.58780488,123.1631952,349.1222295,2.986867575,8.696,High,1198,114952592.0,114281760.0,33503810.0,392.0
474,483,HUDHUD,IND,2014,"[[17.79, 83.07], [18.0, 82.8], [18.32, 82.53], [18.75, 82.25], [19.01, 82.09], [19.7, 81.55], [20.48, 81.46], [20.83, 81.41], [21.14, 81.41], [21.44, 81.44], [21.66, 81.5], [22.3, 81.5], [23.64, 81.48], [24.8, 81.5], [25.1, 81.6], [25.6, 81.7]]",NAm,NAm,TS,"['2014-10-12 09:00:00', '2014-10-12 12:00:00', '2014-10-12 15:00:00', '2014-10-12 18:00:00', '2014-10-12 21:00:00', '2014-10-13 00:00:00', '2014-10-13 03:00:00', '2014-10-13 06:00:00', '2014-10-13 09:00:00', '2014-10-13 12:00:00', '2014-10-13 15:00:00', '2014-10-13 18:00:00', '2014-10-13 21:00:00', '2014-10-14 00:00:00', '2014-10-14 03:00:00', '2014-10-14 06:00:00']",21,0,21,0,987.96875,11.0625,190.4375,116.2,39571106.0,213000000000.0,13180056.0,65956212112.0,5645629.0,24059557968.0,7000000.0,92.59898057,1851.3267399999997,0.120764507,2960.4,142.88,7.410227605,1640.1807,97908786.23090002,68.286,72.86262075,435.76232400000004,3.08,67.616,Low_Middle,920000,143138768.0,68696976.0,41434620.0,356.0
475,484,TRUDY,MEX,2014,"[[16.7, -98.7], [16.92, -98.55], [17.1, -98.4], [17.22, -98.29]]",EP,EP,TS,"['2014-10-18 12:00:00', '2014-10-18 15:00:00', '2014-10-18 18:00:00', '2014-10-18 21:00:00']",9,8,1,-1,1003.75,4.25,37.5,40.7,552105.0,9049558416.0,0.0,0.0,0.0,0.0,2000.0,92.59898057,617.5295527000002,0.19362698,3581.8,117.33,2.804340128,9839.050191,10028946.92215,74.908,87.19889276,61.91266648,5.153371055,21.006999999999998,High_Middle,30000,1146133.875,353180.1875,353180.1875,484.0
476,485,CHEDZA,MDG,2015,"[[-20.21, 44.47], [-20.55, 44.95], [-20.89, 45.55], [-21.2, 46.25], [-21.46, 47.01], [-21.65, 47.8]]",SI,SI,TS,"['2015-01-16 15:00:00', '2015-01-16 18:00:00', '2015-01-16 21:00:00', '2015-01-17 00:00:00', '2015-01-17 03:00:00', '2015-01-17 06:00:00']",15,0,15,0,991.3333332999997,13.66666667,115.3333333,62.4,2284524.0,763749399.0,0.0,0.0,0.0,0.0,36000.0,92.70882199,25.620260000000002,0.144424663,3761.1,120.05,3.1322980730000003,469.9423432,36676252.3757,65.539,44.12695456,41.65364043,2.08,64.807,Low,174007,5436581.5,2444943.5,1456346.25,450.0
477,486,LAM,AUS,2015,"[[-12.85, 143.19], [-12.7, 142.5], [-12.39, 142.02], [-12.35, 134.97], [-12.61, 134.78], [-12.95, 134.55], [-13.39, 134.23], [-13.82, 133.85], [-14.18, 133.45], [-14.47, 133.12], [-14.63, 133.06]]",NAm,NAm,TS,"['2015-02-15 03:00:00', '2015-02-15 06:00:00', '2015-02-15 09:00:00', '2015-02-19 18:00:00', '2015-02-19 21:00:00', '2015-02-20 00:00:00', '2015-02-20 03:00:00', '2015-02-20 06:00:00', '2015-02-20 09:00:00', '2015-02-20 12:00:00', '2015-02-20 15:00:00']",12,7,5,0,989.35,9.0,237.7272727,102.9,18654.0,1546917007.0,6049.0,461694985.0,3022.0,193489932.0,78000.0,92.70882199,1907.051909,1.936765606,2027.4,109.72,2.192640028,55079.892120000004,0.0,82.4,107.67783490000002,3.100112596,5.025693972,14.299000000000001,High,438,34540.5234375,12617.4443359375,9665.3857421875,36.0
478,487,MARCIA,AUS,2015,"[[-22.77, 150.47], [-23.26, 150.49], [-23.8, 150.55], [-24.22, 150.78], [-24.6, 151.07], [-25.04, 151.32], [-25.48, 151.56], [-25.82, 151.77], [-26.1, 152.1], [-26.41, 152.56], [-26.7, 153.1]]",NAm,NAm,TS,"['2015-02-20 00:00:00', '2015-02-20 03:00:00', '2015-02-20 06:00:00', '2015-02-20 09:00:00', '2015-02-20 12:00:00', '2015-02-20 15:00:00', '2015-02-20 18:00:00', '2015-02-20 21:00:00', '2015-02-21 00:00:00', '2015-02-21 03:00:00', '2015-02-21 06:00:00']",6,0,6,-1,984.6363636,9.909090909,149.0909091,123.4,430438.0,58368020358.0,171614.0,19967909859.0,101987.0,9374111477.0,546000.0,92.70882199,1907.051909,1.936765606,2027.4,109.72,2.192640028,55079.892120000004,0.0,82.4,107.67783490000002,3.100112596,5.025693972,14.299000000000001,High,6000,2071653.0,887241.75,479393.28125,36.0
479,488,OLWYN,AUS,2015,"[[-26.14, 113.89], [-26.91, 114.29], [-27.72, 114.73], [-28.48, 115.19], [-29.16, 115.6], [-29.2, 115.6], [-29.87, 116.01], [-31.1, 116.8], [-32.1, 117.5], [-32.91, 118.57], [-33.72, 119.65]]",NAm,NAm,NR,"['2015-03-13 12:00:00', '2015-03-13 15:00:00', '2015-03-13 18:00:00', '2015-03-13 21:00:00', '2015-03-14 00:00:00', '2015-03-14 01:00:00', '2015-03-14 03:00:00', '2015-03-14 06:00:00', '2015-03-14 09:00:00', '2015-03-14 12:00:00', '2015-03-14 15:00:00']",3,3,0,-1,993.5454545,19.90909091,147.9090909,75.0,,,,,,,57000.0,92.70882199,1907.051909,1.936765606,2027.4,109.72,2.192640028,55079.892120000004,0.0,82.4,107.67783490000002,3.100112596,5.025693972,14.299000000000001,High,600,1837640.375,103330.7421875,18083.67578125,36.0
480,489,MAYSAK,PHL,2015,"[[16.79, 121.98], [17.48, 121.35]]",WP,WP,TS,"['2015-04-05 03:00:00', '2015-04-05 06:00:00']",3,0,3,-3,998.875,18.0,316.5,41.2,80076.0,1473133600.0,0.0,0.0,0.0,0.0,,92.70882199,604.508812,0.054743161,3556.1,116.33,6.066548905,2605.493599,19688879.6097,70.64399999999998,115.3994392,342.4664185000001,1.84,53.716,Low_Middle,2761,5599929.0,3605471.0,284674.15625,608.0
481,490,KUJIRA,CHN,2015,"[[18.9, 110.35], [18.99, 110.08], [19.1, 109.83], [19.37, 109.56], [19.65, 109.28]]",WP,WP,TS,"['2015-06-22 12:00:00', '2015-06-22 15:00:00', '2015-06-22 18:00:00', '2015-06-22 21:00:00', '2015-06-23 00:00:00']",12,0,12,0,989.35,6.4,303.6,53.1,6937379.0,159000000000.0,0.0,0.0,0.0,0.0,11000.0,92.70882199,19805.63,0.086784032,5896.2,135.91,6.90531667,6484.4359479999985,55491829.9294,75.928,91.835388,146.05764219999998,1.79,44.5,High_Middle,193000,10321668.0,6992181.0,2460970.0,156.0
482,491,KUJIRA,VNM,2015,"[[20.98, 106.72], [21.25, 106.58], [21.47, 106.42], [21.66, 106.22], [21.94, 106.11]]",WP,WP,TS,"['2015-06-24 09:00:00', '2015-06-24 12:00:00', '2015-06-24 15:00:00', '2015-06-24 18:00:00', '2015-06-24 21:00:00']",12,11,1,-1,995.1333333,6.2,330.2,46.3,9723125.0,61208478173.0,0.0,0.0,0.0,0.0,,92.70882199,384.47024,0.075509504,5601.2,138.67,6.679288789,1667.171891,51566379.5175,75.11,129.8315152,298.8908182,4.6030501589999995,66.191,Low_Middle,115,26508862.0,22356020.0,5897165.5,704.0
483,492,NANGKA,JPN,2015,"[[33.37, 134.12], [33.54, 134.03], [34.02, 133.75], [34.5, 133.61], [34.98, 133.53], [35.36, 133.54]]",WP,WP,TS,"['2015-07-16 14:00:00', '2015-07-16 15:00:00', '2015-07-16 18:00:00', '2015-07-16 21:00:00', '2015-07-17 00:00:00', '2015-07-17 03:00:00']",13,0,13,0,980.5833332999997,9.833333332999999,288.1666667,72.0,14805173.0,2070000000000.0,123982.0,27478612996.0,0.0,0.0,207000.0,92.70882199,8661.758,0.033073517000000004,6091.3,95.79,1.222921041,47102.58088,0.0,83.79390244,125.4518632,348.7519201,2.969285975,8.619,High,845,30277404.0,11020348.0,2919337.25,392.0
484,493,KOMEN,BGD,2015,"[[22.94, 91.06], [23.08, 90.18], [23.1, 90.0], [23.1, 89.8], [23.1, 89.63], [23.1, 89.5], [23.09, 89.44], [23.1, 89.4], [23.15, 89.29], [23.2, 89.2], [23.2, 89.2]]",NAm,NAm,NR,"['2015-07-30 21:00:00', '2015-07-31 00:00:00', '2015-07-31 03:00:00', '2015-07-31 06:00:00', '2015-07-31 09:00:00', '2015-07-31 12:00:00', '2015-07-31 15:00:00', '2015-07-31 18:00:00', '2015-07-31 21:00:00', '2015-08-01 00:00:00', '2015-08-01 03:00:00']",6,0,6,-1,993.3636364,3.909090909,283.9090909,45.9,14983166.0,49740445594.0,0.0,0.0,0.0,0.0,40000.0,92.70882199,57.00954718,0.04948435,4560.4,141.72,6.552652796,1002.3888529999999,82190094.3485,71.514,84.07708629,1200.4015980000001,1.4295916290000001,65.692,Low_Middle,2600000,116691032.0,53274784.0,7812568.0,50.0
485,494,ETAU,JPN,2015,"[[35.85, 136.76]]",WP,WP,TS,['2015-09-09 03:00:00'],0,0,0,0,993.25,26.0,344.0,55.07,,,,,,,,92.70882199,8661.758,0.033073517000000004,6091.3,95.79,1.222921041,47102.58088,0.0,83.79390244,125.4518632,348.7519201,2.969285975,8.619,High,60046,21831386.0,4093914.25,238028.625,392.0
486,495,DUJUAN,CHN,2015,"[[25.28, 118.49], [25.48, 117.76], [25.83, 117.11], [26.29, 116.54], [26.81, 116.11], [27.32, 115.91], [27.69, 115.98], [27.95, 116.2], [28.29, 116.43]]",WP,WP,TS,"['2015-09-29 03:00:00', '2015-09-29 06:00:00', '2015-09-29 09:00:00', '2015-09-29 12:00:00', '2015-09-29 15:00:00', '2015-09-29 18:00:00', '2015-09-29 21:00:00', '2015-09-30 00:00:00', '2015-09-30 03:00:00']",0,0,0,-1,999.2777778,10.88888889,219.4444444,93.4,32499157.0,697000000000.0,8732252.0,189000000000.0,0.0,0.0,661000.0,92.70882199,19805.63,0.086784032,5896.2,135.91,6.90531667,6484.4359479999985,55491829.9294,75.928,91.835388,146.05764219999998,1.79,44.5,High_Middle,1700000,68426976.0,38549996.0,21148896.0,156.0
487,496,DUJUAN,TWN,2015,"[[24.12, 121.05], [24.07, 120.46]]",WP,WP,TS,"['2015-09-28 12:00:00', '2015-09-28 15:00:00']",3,3,0,2,955.875,11.5,269.0,126.6,22640502.0,4650000000000.0,13631793.0,2870000000000.0,2691539.0,587000000000.0,26000.0,92.70882199,19805.63,0.086784032,5896.2,135.91,6.90531667,6484.4359479999985,55491829.9294,75.928,91.835388,146.05764219999998,1.79,44.5,High_Middle,376,20181648.0,20157218.0,7695240.0,158.0
488,497,MUJIGAE,CHN,2015,"[[21.23, 110.45], [21.54, 110.01], [21.85, 109.62], [22.22, 109.25], [22.63, 108.92], [23.07, 108.6], [23.52, 108.28], [24.08, 107.97]]",WP,WP,TS,"['2015-10-04 06:00:00', '2015-10-04 09:00:00', '2015-10-04 12:00:00', '2015-10-04 15:00:00', '2015-10-04 18:00:00', '2015-10-04 21:00:00', '2015-10-05 00:00:00', '2015-10-05 03:00:00']",21,0,21,0,976.15625,10.5,320.25,115.8,50063724.0,1160000000000.0,19129449.0,447000000000.0,4139582.0,89761053678.0,4200000.0,92.70882199,19805.63,0.086784032,5896.2,135.91,6.90531667,6484.4359479999985,55491829.9294,75.928,91.835388,146.05764219999998,1.79,44.5,High_Middle,78300,60836312.0,37149136.0,15446253.0,156.0
489,498,MUJIGAE,PHL,2015,"[[15.7, 121.33], [15.99, 120.63]]",WP,WP,TS,"['2015-10-01 18:00:00', '2015-10-01 21:00:00']",3,2,1,-1,998.75,14.0,292.0,39.2,1839116.0,21472516785.0,0.0,0.0,0.0,0.0,1300.0,92.70882199,604.508812,0.054743161,3556.1,116.33,6.066548905,2605.493599,19688879.6097,70.64399999999998,115.3994392,342.4664185000001,1.84,53.716,Low_Middle,3500,36923600.0,7771056.5,2010055.25,608.0
490,499,PATRICIA,MEX,2015,"[[19.4, -105.0], [19.6, -104.9], [20.52, -104.44], [21.6, -103.8], [22.48, -103.07]]",EP,EP,TS,"['2015-10-23 23:00:00', '2015-10-24 00:00:00', '2015-10-24 03:00:00', '2015-10-24 06:00:00', '2015-10-24 09:00:00']",10,1,9,0,964.0,20.2,29.2,151.6,12359952.0,232000000000.0,5782039.0,96192413191.0,508252.0,15412429257.0,823000.0,92.70882199,714.0032110000003,0.18895723899999997,3470.1,119.88,3.2879915989999997,10037.201490000001,6867376.7066899985,74.904,88.37175565,62.68590139,5.212838538,20.715,High_Middle,15000,9389196.0,798424.5625,257573.875,484.0
491,500,CHAPALA,YEM,2015,"[[14.1, 48.4], [14.05, 47.85], [14.05, 47.64], [14.11, 47.43], [14.18, 47.24], [14.3, 47.1], [14.52, 46.8]]",NAm,NAm,TS,"['2015-11-03 03:00:00', '2015-11-03 06:00:00', '2015-11-03 09:00:00', '2015-11-03 12:00:00', '2015-11-03 15:00:00', '2015-11-03 18:00:00', '2015-11-03 21:00:00']",18,12,6,0,994.7142857,6.0,289.2857143,90.6,1467373.0,5174779664.0,431301.0,1068526213.0,0.0,0.0,200000.0,92.70882199,,0.047098090999999995,784.2,134.35,-16.67846313,908.7578458999999,29024958.9868,66.085,56.69113113,50.18824744,3.6,65.223,Low,110065,1747941.375,813320.625,648618.1875,887.0
492,501,MEGH,YEM,2015,"[[13.45, 46.56]]",NAm,NAm,TS,['2015-11-10 09:00:00'],0,0,0,-1,1004.5,4.0,0.0,119.7,59993.0,118894338.0,57685.0,109966073.0,49016.0,90609936.0,,92.70882199,,0.047098090999999995,784.2,134.35,-16.67846313,908.7578458999999,29024958.9868,66.085,56.69113113,50.18824744,3.6,65.223,Low,15000,231139.421875,30515.01171875,6638.3349609375,887.0
493,502,WINSTON,FJI,2016,"[[-17.47, 177.8]]",SP,SP,TS,['2016-02-20 09:00:00'],0,0,0,5,905.0,16.0,266.0,153.88,,,,,,,600000.0,93.87843648,86.955,0.189133642,3365.7,83.03,2.5097854969999998,4449.306188000001,5488623.160209999,67.175,119.7485325,47.75035577,3.955081812,44.765,High_Middle,540558,743119.375,734861.6875,464799.0625,242.0
494,503,ROANU,BGD,2016,"[[23.0, 92.0]]",NAm,NAm,TS,['2016-05-21 12:00:00'],0,0,0,0,991.5,16.0,57.0,59.39,,,,,,,600000.0,93.87843648,53.97916179,0.04914964,4601.0,145.31,7.113489474,1062.040158,89593209.50690001,71.785,86.07690632,1213.573327,1.244550282,64.917,Low_Middle,1203555,86319800.0,18566986.0,5040948.0,50.0
495,504,MIRINAE,VNM,2016,"[[20.23, 106.15], [20.4, 105.85], [20.66, 105.54], [21.01, 105.25], [21.43, 105.01], [21.9, 104.89], [22.3, 104.83], [22.75, 104.7]]",WP,WP,TS,"['2016-07-27 18:00:00', '2016-07-27 21:00:00', '2016-07-28 00:00:00', '2016-07-28 03:00:00', '2016-07-28 06:00:00', '2016-07-28 09:00:00', '2016-07-28 12:00:00', '2016-07-28 15:00:00']",21,0,21,0,994.78125,8.25,329.25,64.79,,,,,,,191000.0,93.87843648,451.25618,0.074734038,5441.0,136.18,6.210811668,1752.531946,35681817.1784,75.172,128.7907855,301.9922082,4.6030501589999995,65.49,Low_Middle,191750,33310288.0,23747030.0,8890523.0,704.0
496,505,EARL,BLZ,2016,"[[17.4, -88.3], [17.39, -88.91], [17.4, -89.4]]",NAm,CS,TS,"['2016-08-04 06:00:00', '2016-08-04 09:00:00', '2016-08-04 12:00:00']",6,4,2,1,984.0,11.0,271.3333333,75.6,,,,,,,,93.87843648,2.689022193,0.211726384,3164.6,94.19,-0.58802365,4227.291321,2817366.04118,74.219,60.51248643,16.15081105,6.39,54.505,High_Middle,10355,349830.09375,265877.9375,118627.8125,84.0
497,506,EARL,GTM,2016,"[[17.47, -89.87], [17.6, -90.3]]",NAm,CS,TS,"['2016-08-04 15:00:00', '2016-08-04 18:00:00']",3,3,0,0,993.5,9.0,287.0,75.6,,,,,,,,93.87843648,0.63203,0.051980755999999996,2152.3,161.54,3.092482558,3100.829958,10374708.4434,73.541,110.13951809999999,154.7504666,2.8220080000000003,49.681000000000004,High_Middle,55,692434.9375,142309.40625,93458.53125,320.0
498,507,EARL,MEX,2016,"[[17.79, -90.73], [18.0, -91.2], [18.16, -91.73], [18.3, -92.3], [18.41, -92.89], [19.0, -96.0], [19.01, -96.07], [19.0, -96.5], [18.99, -96.98]]",NAm,CS,TS,"['2016-08-04 21:00:00', '2016-08-05 00:00:00', '2016-08-05 03:00:00', '2016-08-05 06:00:00', '2016-08-05 09:00:00', '2016-08-06 02:30:00', '2016-08-06 03:00:00', '2016-08-06 06:00:00', '2016-08-06 09:00:00']",12,0,12,0,1000.777778,9.777777777999999,280.8888889,75.6,,,,,,,,93.87843648,760.849242,0.182935072,3748.9,126.72,2.910546459,10205.79575,4939827.056714,74.917,90.59237542,63.44472646,5.212838538,20.423,High_Middle,11000,16836506.0,3402065.0,1358726.125,484.0
499,508,DIANMU,CHN,2016,"[[20.68, 110.11]]",WP,WP,TS,['2016-08-18 09:00:00'],0,0,0,-1,987.5,12.0,255.0,38.88,,,,,,,,93.87843648,21304.5851,0.086242851,5980.9,139.03,6.736675253,6883.895425,40237509.79089999,76.21,96.52661691,146.85067759999995,1.79,43.263999999999996,High_Middle,40000,68484264.0,1789648.25,1632032.5,156.0
